session2_index,session1_index,similarity
99,99,0.9544806480407715
100,100,0.9108105301856995
101,369,0.7580300569534302
102,102,0.9105257987976074
103,103,0.9702829718589783
104,104,0.935552716255188
105,105,0.9204404950141907
106,432,0.8416719436645508
107,107,0.7987304925918579
108,108,0.9285472631454468
109,109,0.9093579053878784
110,280,0.8502985835075378
111,281,0.8531044125556946
112,112,0.909063994884491
113,113,0.973617434501648
114,114,0.8712028861045837
115,545,0.8696129322052002
116,116,0.9647104144096375
117,117,0.9110720753669739
118,118,0.9056506156921387
119,119,0.8284748792648315
120,120,0.9612406492233276
121,121,0.9682937264442444
122,122,0.9229620695114136
123,123,0.8875861167907715
124,124,0.9078257083892822
125,591,0.7613697052001953
126,126,0.9115896821022034
127,127,0.9278003573417664
128,128,0.8690035939216614
129,129,0.9864013195037842
130,294,0.7626030445098877
131,131,0.9017868041992188
132,132,0.8624515533447266
133,133,0.9777236580848694
134,134,0.9430394172668457
135,231,0.7287974953651428
136,470,0.8226088285446167
137,137,0.9229694604873657
138,138,0.821927011013031
139,139,0.9287726879119873
140,140,0.8763227462768555
141,141,0.9431683421134949
142,142,0.891662061214447
143,143,0.8806452751159668
144,144,0.9202369451522827
145,145,0.9372353553771973
146,146,0.9331175684928894
147,147,0.8954075574874878
148,544,0.8536825180053711
149,393,0.7564340233802795
150,150,0.8759174346923828
151,151,0.7965500950813293
152,152,0.9233886003494263
153,153,0.8662428259849548
154,154,0.9389625191688538
155,155,0.9782864451408386
156,156,0.9188672304153442
157,157,0.8527377247810364
158,158,0.9237447381019592
159,149,0.8754458427429199
160,24,0.6885002851486206
161,161,0.903730034828186
162,162,0.9081605672836304
163,163,0.8683092594146729
164,164,0.9353023171424866
165,165,0.9040089845657349
166,166,0.9427419304847717
167,167,0.9062959551811218
168,168,0.9171389937400818
169,169,0.9374500513076782
170,170,0.9464211463928223
171,171,0.935299813747406
172,172,0.9794769287109375
173,173,0.9463329911231995
174,174,0.915747880935669
175,175,0.9579071998596191
176,176,0.9000959396362305
177,177,0.8809546232223511
178,178,0.9256558418273926
179,179,0.9263405203819275
180,180,0.9831281900405884
181,181,0.8556641340255737
182,182,0.9567453265190125
183,183,0.9281723499298096
184,184,0.961078941822052
185,185,0.9635564088821411
186,198,0.8544753193855286
187,187,0.9259043335914612
188,188,0.8652564287185669
189,189,0.8972213268280029
190,190,0.8724371194839478
191,191,0.910520076751709
192,372,0.8242064714431763
193,553,0.7990898489952087
194,40,0.8465308547019958
195,111,0.7354297041893005
196,196,0.9047626852989197
197,197,0.9432644248008728
198,148,0.768783688545227
199,199,0.9202653765678406
200,200,0.9547792077064514
201,201,0.8600561618804932
202,202,0.9500920176506042
203,203,0.8079822659492493
204,204,0.9490196108818054
205,205,0.9019284248352051
206,206,0.9110389947891235
207,207,0.893502950668335
208,208,0.8957188725471497
209,259,0.6229636669158936
210,210,0.8922759890556335
211,211,0.9629210829734802
212,212,0.9404987692832947
213,213,0.9249030351638794
214,214,0.8769941926002502
215,27,0.7555618286132812
216,216,0.8695670366287231
217,405,0.8795139193534851
218,218,0.9342824220657349
219,219,0.8838321566581726
220,220,0.9194554090499878
221,221,0.9506409168243408
222,222,0.9197347164154053
223,223,0.8842254877090454
224,224,0.9114032983779907
225,249,0.8633188605308533
226,226,0.9600653648376465
227,227,0.9094676971435547
228,228,0.9020811915397644
229,229,0.9370238184928894
230,230,0.9471554160118103
231,23,0.8319125175476074
232,232,0.8258628845214844
233,233,0.8508580327033997
234,234,0.9295376539230347
235,235,0.907912015914917
236,270,0.8239116072654724
237,237,0.828220009803772
238,238,0.8397560715675354
239,239,0.9614870548248291
240,240,0.9024373292922974
241,241,0.8220071792602539
242,242,0.9408601522445679
243,243,0.9370567202568054
244,244,0.8599482774734497
245,245,0.9123155474662781
246,592,0.8322573900222778
247,247,0.8390799760818481
248,248,0.929046630859375
249,443,0.8193329572677612
250,250,0.9267608523368835
251,317,0.893954873085022
252,252,0.8360070586204529
253,253,0.8187981247901917
254,254,0.9087752103805542
255,255,0.883966326713562
256,256,0.93033367395401
257,257,0.9538499116897583
258,258,0.9291436076164246
259,101,0.7763296365737915
260,452,0.8265065550804138
261,135,0.9009186625480652
262,262,0.8978668451309204
263,263,0.9486547708511353
264,264,0.9472953677177429
265,265,0.8710141181945801
266,266,0.9401358962059021
267,267,0.9050554633140564
268,268,0.9114284515380859
269,269,0.8215063214302063
270,80,0.7188148498535156
271,261,0.6306818723678589
272,272,0.8136833906173706
273,517,0.7359002232551575
274,274,0.8384815454483032
275,275,0.8676277995109558
276,276,0.7643095850944519
277,277,0.9366058707237244
278,278,0.9690269231796265
279,279,0.9056119322776794
280,330,0.8660222291946411
281,573,0.8337281942367554
282,282,0.8107755780220032
283,283,0.8570482134819031
284,260,0.776583731174469
285,285,0.7343469262123108
286,286,0.9088686108589172
287,513,0.7468492984771729
288,288,0.8458177447319031
289,289,0.8938357830047607
290,290,0.936398983001709
291,291,0.9214021563529968
292,292,0.9021274447441101
293,293,0.94440096616745
294,236,0.8210383057594299
295,295,0.8798623085021973
296,296,0.9635362029075623
297,297,0.9571440815925598
298,298,0.9311274290084839
299,299,0.9312633275985718
300,300,0.8505682349205017
301,301,0.874984622001648
302,302,0.9312929511070251
303,303,0.8712397813796997
304,304,0.901787281036377
305,305,0.8807077407836914
306,412,0.7896745204925537
307,307,0.8978407382965088
308,308,0.7995719313621521
309,309,0.7248207926750183
310,310,0.8220120668411255
311,311,0.9721131324768066
312,312,0.9306182861328125
313,313,0.8783447742462158
314,314,0.9579318165779114
315,315,0.9665272831916809
316,316,0.9299536347389221
317,543,0.8538694381713867
318,318,0.9763801693916321
319,319,0.8366202712059021
320,320,0.9420355558395386
321,321,0.914004385471344
322,215,0.43710803985595703
323,323,0.7458507418632507
324,324,0.9247053265571594
325,325,0.8895702958106995
326,326,0.8831654191017151
327,327,0.9652930498123169
328,328,0.9635093808174133
329,329,0.9493667483329773
330,192,0.7779027819633484
331,331,0.9355087280273438
332,484,0.6056830883026123
333,333,0.9355471730232239
334,334,0.8517111539840698
335,335,0.8398058414459229
336,336,0.9315699338912964
337,337,0.9250755310058594
338,338,0.8807762861251831
339,339,0.8963108658790588
340,340,0.9395992159843445
341,341,0.9165611863136292
342,342,0.9410804510116577
343,343,0.8798958659172058
344,344,0.9345864057540894
345,345,0.9213841557502747
346,346,0.8778166174888611
347,347,0.8539690971374512
348,322,0.7297706604003906
349,349,0.784257709980011
350,350,0.9320304989814758
351,433,0.7871390581130981
352,352,0.8541734218597412
353,353,0.7108791470527649
354,354,0.9549246430397034
355,355,0.9370514154434204
356,356,0.9048066139221191
357,595,0.8838834166526794
358,358,0.9599044322967529
359,359,0.9146110415458679
360,360,0.9006016254425049
361,361,0.8496440052986145
362,362,0.8966541290283203
363,363,0.9001603722572327
364,364,0.8841344714164734
365,423,0.7812039256095886
366,366,0.9024278521537781
367,367,0.7804686427116394
368,368,0.9416506886482239
369,195,0.8725230693817139
370,370,0.8725879192352295
371,115,0.7267047762870789
372,110,0.6896087527275085
373,373,0.8795722126960754
374,374,0.9609306454658508
375,375,0.7817129492759705
376,376,0.7942239046096802
377,377,0.8934023380279541
378,378,0.8071323037147522
379,379,0.7895578145980835
380,380,0.9618943929672241
381,381,0.9112012386322021
382,382,0.925841212272644
383,383,0.8394159078598022
384,384,0.9379775524139404
385,385,0.9440613389015198
386,386,0.8422910571098328
387,387,0.8773180246353149
388,570,0.8147463202476501
389,389,0.904505729675293
390,42,0.8998154401779175
391,391,0.875565230846405
392,392,0.9173939824104309
393,287,0.6421999931335449
394,394,0.9056053757667542
395,395,0.9802709817886353
396,396,0.9369692206382751
397,159,0.8497942090034485
398,398,0.8566855788230896
399,399,0.8168522119522095
400,186,0.8317477107048035
401,401,0.8895208835601807
402,193,0.7597932815551758
403,403,0.9539619088172913
404,404,0.9206092357635498
405,217,0.7979075312614441
406,406,0.9407787919044495
407,407,0.6540995836257935
408,408,0.9348230957984924
409,409,0.9713371992111206
410,160,0.7638352513313293
411,411,0.9165471792221069
412,410,0.8907788991928101
413,413,0.952080488204956
414,414,0.9292237758636475
415,415,0.8758663535118103
416,416,0.9266413450241089
417,417,0.906531035900116
418,418,0.8846093416213989
419,419,0.7720851898193359
420,420,0.8132572770118713
421,421,0.8905383944511414
422,422,0.9801536202430725
423,125,0.9148841500282288
424,424,0.9156476855278015
425,425,0.8615186810493469
426,426,0.8141570687294006
427,427,0.8169960975646973
428,428,0.9399734735488892
429,479,0.8509806990623474
430,106,0.7895175814628601
431,431,0.8505780696868896
432,594,0.6950716972351074
433,332,0.711336612701416
434,434,0.8776301145553589
435,442,0.8887272477149963
436,436,0.9371282458305359
437,437,0.9121654629707336
438,438,0.9518648982048035
439,439,0.864708662033081
440,440,0.91084885597229
441,441,0.8194693326950073
442,518,0.7906894087791443
443,535,0.84001225233078
444,444,0.9440682530403137
445,445,0.828130304813385
446,446,0.9221415519714355
447,447,0.9374454617500305
448,448,0.9059920310974121
449,449,0.9166667461395264
450,450,0.8974332213401794
451,451,0.9653995037078857
452,0,0.49863800406455994
453,453,0.9095797538757324
454,454,0.8452047109603882
455,455,0.8697277903556824
456,456,0.7886030673980713
457,457,0.8761023283004761
458,458,0.9295844435691833
459,459,0.8703951835632324
460,460,0.7956140041351318
461,53,0.8165183663368225
462,462,0.8768503665924072
463,463,0.8991619944572449
464,464,0.9037324786186218
465,465,0.890291690826416
466,466,0.8806985020637512
467,397,0.8421536684036255
468,468,0.6964969635009766
469,469,0.729840099811554
470,388,0.8413859605789185
471,471,0.9016852378845215
472,472,0.8873207569122314
473,473,0.8148515820503235
474,474,0.930393397808075
475,475,0.8909657597541809
476,476,0.8367522358894348
477,477,0.8007128238677979
478,478,0.939662516117096
479,585,0.8541815876960754
480,480,0.9173495769500732
481,481,0.8961919546127319
482,482,0.922886848449707
483,483,0.9360131621360779
484,306,0.8416226506233215
485,485,0.970168948173523
486,486,0.8912174105644226
487,487,0.9113449454307556
488,20,0.6841006278991699
489,489,0.8059338331222534
490,490,0.9334082007408142
491,491,0.9731109142303467
492,492,0.9448839426040649
493,493,0.9011656641960144
494,494,0.859696626663208
495,495,0.8283689618110657
496,496,0.9001215100288391
497,497,0.938965916633606
498,498,0.9035293459892273
499,499,0.8668936491012573
500,500,0.9601287841796875
501,501,0.921177864074707
502,502,0.9472543001174927
503,503,0.8539696335792542
504,504,0.7806354761123657
505,505,0.8972668051719666
506,506,0.8531582951545715
507,507,0.9228936433792114
508,508,0.9682136178016663
509,509,0.9685465097427368
510,510,0.9400973916053772
511,511,0.9779949188232422
512,512,0.9051509499549866
513,273,0.8057630658149719
514,514,0.9141380190849304
515,515,0.9585664868354797
516,516,0.8609457015991211
517,400,0.8387954235076904
518,430,0.8154357075691223
519,519,0.9677395224571228
520,520,0.8873023986816406
521,521,0.8671255707740784
522,522,0.9433441758155823
523,523,0.9423820972442627
524,524,0.8060240149497986
525,525,0.9152126908302307
526,526,0.9219607710838318
527,527,0.9057018756866455
528,528,0.8984401822090149
529,529,0.8511695861816406
530,530,0.9325144290924072
531,531,0.9300951361656189
532,532,0.935999870300293
533,533,0.930197536945343
534,534,0.9214733242988586
535,251,0.8422256112098694
536,536,0.9690464735031128
537,537,0.839928925037384
538,538,0.9497619271278381
539,539,0.9278794527053833
540,46,0.7450278997421265
541,13,0.7471503019332886
542,542,0.8730620741844177
543,351,0.8603958487510681
544,348,0.8407871723175049
545,541,0.8383123874664307
546,546,0.9395963549613953
547,547,0.7996520400047302
548,56,0.8252754211425781
549,549,0.941997766494751
550,550,0.8662089109420776
551,551,0.9535052180290222
552,552,0.9552930593490601
553,365,0.8644632697105408
554,554,0.9708027243614197
555,555,0.8953980207443237
556,556,0.9252309203147888
557,557,0.9322617053985596
558,558,0.9450129866600037
559,559,0.9487124681472778
560,560,0.9582595229148865
561,561,0.9147394299507141
562,194,0.8112154603004456
563,563,0.8862820863723755
564,564,0.9219732284545898
565,565,0.849475085735321
566,566,0.9749453067779541
567,567,0.946513295173645
568,568,0.9790657758712769
569,569,0.9588644504547119
570,488,0.7471911907196045
571,571,0.9697825908660889
572,572,0.8704750537872314
573,461,0.7883530855178833
574,574,0.9280955791473389
575,575,0.9831753373146057
576,576,0.9151760935783386
577,577,0.8900989890098572
578,578,0.937724769115448
579,579,0.9558006525039673
580,580,0.8627390265464783
581,581,0.7768518328666687
582,582,0.9486662149429321
583,583,0.9324014782905579
584,68,0.8154588937759399
585,47,0.7818435430526733
586,586,0.8784738183021545
587,587,0.7733509540557861
588,588,0.9433375000953674
589,589,0.9544839262962341
590,590,0.9449517726898193
591,435,0.9076501131057739
592,136,0.7624509334564209
593,593,0.8595612645149231
594,402,0.8563854098320007
595,225,0.8577485680580139
596,596,0.9571676254272461
597,597,0.9094064831733704
598,598,0.7858259081840515
599,599,0.9366992712020874
